title,media_type,collection,wikipedia_link
Captain Underpants and the Attack of the Talking Toilets,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Attack_of_the_Talking_Toilets
Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space (and the Subsequent Assault of the Equally Evil Lunchroom Zombie Nerds),Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Invasion_of_the_Incredibly_Naughty_Cafeteria_Ladies_from_Outer_Space_(and_the_Subsequent_Assault_of_the_Equally_Evil_Lunchroom_Zombie_Nerds)
Captain Underpants and the Perilous Plot of Professor Poopypants,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Perilous_Plot_of_Professor_Poopypants
Captain Underpants and the Wrath of the Wicked Wedgie Woman,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Wrath_of_the_Wicked_Wedgie_Woman
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy (Parts 1 & 2)",Book,Dav Pilkey,"https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Big,_Bad_Battle_of_the_Bionic_Booger_Boy"
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy (Parts 1 & 2)",Book,Dav Pilkey,"https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Big,_Bad_Battle_of_the_Bionic_Booger_Boy"
Captain Underpants and the Preposterous Plight of the Purple Potty People,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Preposterous_Plight_of_the_Purple_Potty_People
Captain Underpants and the Terrifying Return of Tippy Tinkletrousers,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Terrifying_Re-Turn_of_Tippy_Tinkletrousers
Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Revolting_Revenge_of_the_Radioactive_Robo-Boxers
Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Tyrannical_Retaliation_of_the_Turbo_Toilet_2000
Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,Book,Dav Pilkey,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Sensational_Saga_of_Sir_Stinks-A-Lot
Savage Stone Age,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Awesome Egyptians,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Awful Egyptians,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Groovy Greeks,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Rotten Romans,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Ruthless Romans,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Cut-Throat Celts,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Smashing Saxons,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Vicious Vikings,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Stormin' Normans,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Measly Middle Ages,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Angry Aztecs,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Incredible Incas,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Terrible Tudors,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Terrifying Tudors,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Slimy Stuarts,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Gorgeous Georgians,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Vile Victorians,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Villainous Victorians,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Barmy British Empire,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Frightful First World War,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Woeful Second World War,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Blitzed Brits,Book,Horrible Histories,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
The Gruffalo,Book,,https://en.wikipedia.org/wiki/The_Gruffalo
The Beano,Book,Beano,https://en.wikipedia.org/wiki/The_Beano
One Piece,Book,Eiichiro Oda,https://en.wikipedia.org/wiki/One_Piece
Dragon Ball,Book,Akira Toriyama,https://en.wikipedia.org/wiki/Dragon_Ball_(manga)
Diary of a Wimpy Kid,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(book)
Diary of a Wimpy Kid: Rodrick Rules,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Rodrick_Rules
Diary of a Wimpy Kid: The Last Straw,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Last_Straw
Diary of a Wimpy Kid: Dog Days,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(novel)
Diary Of A Wimpy Kid: The Ugly Truth,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Ugly_Truth
Diary of a Wimpy Kid: Cabin Fever,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Cabin_Fever
Diary of a Wimpy Kid: The Third Wheel,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Third_Wheel
Diary of a Wimpy Kid: Hard Luck,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Hard_Luck
Diary of a Wimpy Kid: The Long Haul,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Long_Haul
Diary of a Wimpy Kid: Old School,Book,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Old_School
Soccer Squad: Starting Eleven,Book,Bali Rai,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
Soccer Squad: Missing!,Book,Bali Rai,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
Soccer Squad: Stars!,Book,Bali Rai,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
Soccer Squad: Glory!,Book,Bali Rai,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
